id_drug_i,id_drug_j,name_i,name_j,description,severity
DB00605,DB00695,Sulindac,Furosemide,The NSAID decreases the diuretic and antihypertensive effects of the loop diuretic,
DB00607,DB00977,Nafcillin,Ethinylestradiol,This anti-infectious agent could decrease the effect of the oral contraceptive,
DB00612,DB00661,Bisoprolol,Verapamil,Increased effect of both drugs,
DB00612,DB00668,Bisoprolol,Epinephrine,"Hypertension, then bradycardia",
DB00612,DB00938,Bisoprolol,Salmeterol,Antagonism,
DB00612,DB00983,Bisoprolol,Formoterol,Antagonism,
DB00612,DB01001,Bisoprolol,Salbutamol,Antagonism,
DB00612,DB01050,Bisoprolol,Ibuprofen,Risk of inhibition of renal prostaglandins,
DB00612,DB01064,Bisoprolol,Isoprenaline,Antagonism,
DB00612,DB01067,Bisoprolol,Glipizide,The beta-blocker decreases the symptoms of hypoglycemia,
DB00612,DB01306,Bisoprolol,Insulin aspart,The beta-blocker decreases the symptoms of hypoglycemia,
DB00612,DB01307,Bisoprolol,Insulin detemir,The beta-blocker decreases the symptoms of hypoglycemia,
DB00615,DB01076,Rifabutin,Atorvastatin,The rifamycin decreases the effect of the statin drug,
DB00615,DB01211,Rifabutin,Clarithromycin,The rifamycin decreases the effect of the macrolide,
DB00618,DB00682,Demeclocycline,Warfarin,The tetracycline increases the anticoagulant effect,
DB00618,DB00766,Demeclocycline,Clavulanic acid,Possible antagonism of action,
DB00618,DB01060,Demeclocycline,Amoxicillin,Possible antagonism of action,
DB00618,DB01307,Demeclocycline,Insulin detemir,The tetracycline increases the anticoagulant effect,
DB00618,DB01373,Demeclocycline,Calcium,Formation of non-absorbable complexes,
DB00618,DB01377,Demeclocycline,Magnesium oxide,Formation of non-absorbable complexes,
DB00618,DB01606,Demeclocycline,Tazobactam,Possible antagonism of action,
DB00619,DB00641,Imatinib,Simvastatin,Imatinib increases the effect and toxicity of statin,
DB00619,DB00673,Imatinib,Aprepitant,Aprepitant may change levels of chemotherapy agent,
DB00619,DB00682,Imatinib,Warfarin,Imatinib increases the anticoagulant effect,
DB00619,DB01076,Imatinib,Atorvastatin,Increases the effect and toxicity of atorvastatin,
DB00619,DB01234,Imatinib,Dexamethasone,Dexamethasone decreases levels of imatinib,
DB00620,DB00682,Triamcinolone,Warfarin,The corticosteroid alters the anticoagulant effect,
DB00620,DB00794,Triamcinolone,Primidone,The barbiturate decreases the effect of the corticosteroid,
DB00620,DB00945,Triamcinolone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,
DB00620,DB01010,Triamcinolone,Edrophonium,The corticosteroid decreases the effect of anticholinesterases,
DB00620,DB01045,Triamcinolone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00620,DB01174,Triamcinolone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,
DB00620,DB01320,Triamcinolone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00620,DB01400,Triamcinolone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00620,DB01402,Triamcinolone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00624,DB00682,Testosterone,Warfarin,The androgen increases the anticoagulant effect,
DB00624,DB01248,Testosterone,Docetaxel,The agent increases the serum levels and toxicity of docetaxel,
DB00625,DB00641,Efavirenz,Simvastatin,The NNRT inhibitor increases the effect and toxicity of the statin,
DB00625,DB00683,Efavirenz,Midazolam,The antiviral agent increases the effect and toxicity of benzodiazepine,
DB00625,DB01076,Efavirenz,Atorvastatin,The NNRT inhibitor increases the effect and toxicity of the statin,
DB00630,DB00749,Alendronic acid,Etodolac,Increased risk of gastric toxicity,
DB00630,DB00788,Alendronic acid,Naproxen,Increased risk of gastric toxicity,
DB00630,DB00893,Alendronic acid,Iron Dextran,Formation of non-absorbable complexes,
DB00630,DB00991,Alendronic acid,Oxaprozin,Increased risk of gastric toxicity,
DB00630,DB01050,Alendronic acid,Ibuprofen,Increased risk of gastric toxicity,
DB00630,DB01373,Alendronic acid,Calcium,Formation of non-absorbable complexes,
DB00635,DB00682,Prednisone,Warfarin,The corticosteroid alters the anticoagulant effect,Moderate
DB00635,DB00783,Prednisone,Estradiol,The estrogenic agent increases the effect of corticosteroid,Moderate
DB00635,DB00794,Prednisone,Primidone,The barbiturate decreases the effect of the corticosteroid,
DB00635,DB00882,Prednisone,Clomifene,The estrogenic agent increases the effect of corticosteroid,
DB00635,DB00945,Prednisone,Acetylsalicylic acid,The corticosteroid decreases the effect of salicylates,Moderate
DB00635,DB00977,Prednisone,Ethinylestradiol,The estrogenic agent increases the effect of corticosteroid,Moderate
DB00635,DB01010,Prednisone,Edrophonium,The corticosteroid decreases the effect of anticholinesterases,
DB00635,DB01026,Prednisone,Ketoconazole,The imidazole increases the effect and toxicity of the corticosteroid,
DB00635,DB01045,Prednisone,Rifampicin,The enzyme inducer decreases the effect of the corticosteroid,
DB00635,DB01167,Prednisone,Itraconazole,The imidazole increases the effect and toxicity of the corticosteroid,
DB00635,DB01174,Prednisone,Phenobarbital,The barbiturate decreases the effect of the corticosteroid,Moderate
DB00635,DB01320,Prednisone,Fosphenytoin,The enzyme inducer decreases the effect of the corticosteroid,
DB00635,DB01357,Prednisone,Mestranol,The estrogenic agent increases the effect of corticosteroid,
DB00635,DB01397,Prednisone,Magnesium salicylate,The corticosteroid decreases the effect of salicylates,
DB00635,DB01399,Prednisone,Salsalate,The corticosteroid decreases the effect of salicylates,
DB00635,DB01400,Prednisone,Neostigmine,The corticosteroid decreases the effect of anticholinesterases,
DB00635,DB01402,Prednisone,Bismuth subsalicylate,The corticosteroid decreases the effect of salicylates,
DB00640,DB00975,Adenosine,Dipyridamole,Dipyridamole increases the effect/toxicity of adenosine,
DB00640,DB01223,Adenosine,Aminophylline,This xanthine decreases the effect of adenosine,
DB00641,DB01026,Simvastatin,Ketoconazole,Increased risk of myopathy/rhabdomyolysis,
DB00641,DB01039,Simvastatin,Fenofibrate,Increased risk of myopathy/rhabdomyolysis,
DB00641,DB01118,Simvastatin,Amiodarone,Increased risk of rhabdomyolysis,
DB00641,DB01167,Simvastatin,Itraconazole,Increased risk of myopathy/rhabdomyolysis,
DB00641,DB01211,Simvastatin,Clarithromycin,The macrolide possibly increases the statin toxicity,
DB00641,DB01241,Simvastatin,Gemfibrozil,Increased risk of myopathy/rhabdomyolysis,
DB00641,DB01394,Simvastatin,Colchicine,Increased risk of rhabdomyolysis with this combination,
DB00653,DB01072,Magnesium sulfate,Atazanavir,This gastric pH modifier decreases the levels/effects of atazanavir,
DB00656,DB00674,Trazodone,Galantamine,Possible antagonism of action,
DB00656,DB00682,Trazodone,Warfarin,Trazodone decreases the anticoagulant effect,
DB00656,DB00843,Trazodone,Donepezil,Possible antagonism of action,
DB00656,DB00989,Trazodone,Rivastigmine,Possible antagonism of action,
DB00656,DB01026,Trazodone,Ketoconazole,This strong CYP3A4 inhibitor increases the effect and toxicity of trazodone,
DB00656,DB01167,Trazodone,Itraconazole,This strong CYP3A4 inhibitor increases the effect and toxicity of trazodone,
DB00661,DB00683,Verapamil,Midazolam,The calcium channel blocker increases the effect and toxicity of benzodiazepine,
DB00661,DB00700,Verapamil,Eplerenone,This CYP3A4 inhibitor increases the effect and toxicity of eplerenone,
DB00661,DB00794,Verapamil,Primidone,The barbiturate decreases the effect of the calcium channel blocker,
DB00661,DB00897,Verapamil,Triazolam,The calcium channel blocker increases the effect and toxicity of the benzodiazepine,
DB00661,DB00908,Verapamil,Quinidine,Verapamil increases the effect of quinidine,
DB00661,DB01045,Verapamil,Rifampicin,Rifampin decreases the effect of the calcium channel blocker,
DB00661,DB01076,Verapamil,Atorvastatin,Verapamil increases the effect and toxicity of the statin,
DB00661,DB01136,Verapamil,Carvedilol,Increased effect of both drugs,
DB00661,DB01174,Verapamil,Phenobarbital,The barbiturate decreases the effect of the calcium channel blocker,
DB00661,DB01193,Verapamil,Acebutolol,Increased effect of both drugs,
DB00661,DB01203,Verapamil,Nadolol,Increased effect of both drugs,
DB00661,DB01223,Verapamil,Aminophylline,Verapamil increases the effect of theophylline,
DB00661,DB01356,Verapamil,Lithium cation,Signs of lithium toxicity,
DB00661,DB01394,Verapamil,Colchicine,Verapamil increases colchicine's effect and toxicity,
DB00662,DB00734,Trimethobenzamide,Risperidone,"Trimethobenzamide and Risperidone, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB00737,Trimethobenzamide,Meclizine,"Trimethobenzamide and Meclizine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB00747,Trimethobenzamide,Scopolamine,"Trimethobenzamide and Scopolamine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB00761,Trimethobenzamide,Potassium chloride,"The ulcerative effects of solid oral dosage forms of KCl may be enhanced by Trimethobenzamide, an anticholinergic. Anticholinergics slow gastric emptying, increasing the contact time between the gastrointestinal mucosa and KCl. Prolonged exposure to KCl increases the risk of gastric and intestinal irritation and ulceration. Solid oral dosage forms of KCl should be avoided; alternatives include liquid or effervescent potassium preparations.",
DB00662,DB00804,Trimethobenzamide,Dicyclomine,"Trimethobenzamide and Dicyclomine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB00843,Trimethobenzamide,Donepezil,"The therapeutic effects of the anticholinergic, Trimethobenzamide, and/or the acetylcholinesterase inhibitor (central), Donepezil, may be reduced due to antagonism. Monitor therapeutic effects of both agents.",
DB00662,DB00950,Trimethobenzamide,Fexofenadine,"Trimethobenzamide and Fexofenadine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB00986,Trimethobenzamide,Glycopyrronium,"Trimethobenzamide and Glycopyrrolate, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01036,Trimethobenzamide,Tolterodine,"Trimethobenzamide and Tolterodine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01062,Trimethobenzamide,Oxybutynin,"Trimethobenzamide and Oxybutynin, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01069,Trimethobenzamide,Promethazine,"Trimethobenzamide and Promethazine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01075,Trimethobenzamide,Diphenhydramine,"Trimethobenzamide and Diphenhydramine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01114,Trimethobenzamide,Chlorpheniramine,"Trimethobenzamide and Chlorpheniramine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01224,Trimethobenzamide,Quetiapine,"Trimethobenzamide and Quetiapine, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00662,DB01409,Trimethobenzamide,Tiotropium,"Trimethobenzamide and Tiotropium, two anticholinergics, may cause additive anticholinergic effects and enhance their adverse/toxic effects. Monitor for enhanced anticholinergic effects.",
DB00668,DB00780,Epinephrine,Phenelzine,Increased arterial pressure,
DB00668,DB00960,Epinephrine,Pindolol,"Hypertension, then bradycardia",
DB00668,DB00968,Epinephrine,Methyldopa,Increased arterial pressure,
DB00668,DB01136,Epinephrine,Carvedilol,"Hypertension, then bradycardia",
DB00668,DB01142,Epinephrine,Doxepin,The tricyclic increases the sympathomimetic effect,
DB00668,DB01151,Epinephrine,Desipramine,The tricyclic increases the sympathomimetic effect,
DB00668,DB01193,Epinephrine,Acebutolol,"Hypertension, then bradycardia",
DB00668,DB01203,Epinephrine,Nadolol,"Hypertension, then bradycardia",
DB00668,DB01242,Epinephrine,Clomipramine,The tricyclic increases the sympathomimetic effect,
DB00668,DB01367,Epinephrine,Rasagiline,Increased arterial pressure,
DB00669,DB00696,Sumatriptan,Ergotamine,Possible severe and prolonged vasoconstriction,
DB00669,DB00715,Sumatriptan,Paroxetine,Increased risk of CNS adverse effects,
DB00669,DB01175,Sumatriptan,Escitalopram,Increased risk of CNS adverse effects,
DB00669,DB01356,Sumatriptan,Lithium cation,Possible serotoninergic syndrome with this combination,
DB00671,DB01032,Cefixime,Probenecid,Probenecid increases the antibiotic's level,
DB00673,DB00682,Aprepitant,Warfarin,Aprepitant decreases the anticoagulant effect,
DB00673,DB00683,Aprepitant,Midazolam,Increases the effect and toxicity of benzodiazepine,
DB00673,DB00762,Aprepitant,Irinotecan,Aprepitant may change levels of chemotherapy agent,
DB00673,DB00773,Aprepitant,Etoposide,Aprepitant may change levels of chemotherapy agent,
DB00673,DB00897,Aprepitant,Triazolam,Increases the effect and toxicity of benzodiazepine,
DB00673,DB00959,Aprepitant,Methylprednisolone,Increases the effect and toxicity of methylprednisolone,
DB00673,DB00977,Aprepitant,Ethinylestradiol,Aprepitant could decrease the effect of the oral contraceptive,
DB00673,DB01167,Aprepitant,Itraconazole,This CYP3A4 inhibitor increases the effect and toxicity of aprepitant,
DB00673,DB01181,Aprepitant,Ifosfamide,Aprepitant may change levels of chemotherapy agent,
DB00673,DB01211,Aprepitant,Clarithromycin,The CYP3A4 inhibitor increases the effect and toxicity of aprepitant,
DB00673,DB01229,Aprepitant,Paclitaxel,Aprepitant may change levels of chemotherapy agent,
DB00673,DB01234,Aprepitant,Dexamethasone,Increases the effect and toxicity of dexamethasone,
DB00673,DB01320,Aprepitant,Fosphenytoin,The CYP3A4 inducer decreases the effect of aprepitant,
DB00674,DB00697,Galantamine,Tizanidine,Possible antagonism of action,
DB00674,DB00715,Galantamine,Paroxetine,Paroxetine increases the effect and toxicity of galantamine,
DB00674,DB00804,Galantamine,Dicyclomine,Possible antagonism of action,
DB00674,DB00986,Galantamine,Glycopyrronium,Possible antagonism of action,
DB00674,DB01062,Galantamine,Oxybutynin,Possible antagonism of action,
DB00674,DB01069,Galantamine,Promethazine,Possible antagonism of action,
DB00674,DB01075,Galantamine,Diphenhydramine,Possible antagonism of action,
DB00674,DB01104,Galantamine,Sertraline,Possible antagonism of action,
DB00674,DB01224,Galantamine,Quetiapine,Possible antagonism of action,
DB00678,DB01045,Losartan,Rifampicin,Rifampin decreases the effect of losartan,
DB00678,DB01356,Losartan,Lithium cation,Losartan increases serum levels of lithium,Moderate
DB00678,DB01395,Losartan,Drospirenone,Increased risk of hyperkaliemia,
DB00679,DB01075,Thioridazine,Diphenhydramine,Increased risk of cardiotoxicity and arrhythmias,
DB00682,DB00687,Warfarin,Fludrocortisone,The corticosteroid alters the anticoagulant effect,
DB00682,DB00715,Warfarin,Paroxetine,The SSRI increases the effect of the anticoagulant,
DB00682,DB00741,Warfarin,Hydrocortisone,The corticosteroid alters the anticoagulant effect,
DB00682,DB00749,Warfarin,Etodolac,The NSAID increases the anticoagulant effect,
DB00682,DB00759,Warfarin,Tetracycline,The tetracycline increases the anticoagulant effect,
DB00682,DB00763,Warfarin,Methimazole,The antithyroid agent causes variations in the anticoagulant effect,
